state,distance_m,grasp,success,control_reward,max_200step_undiscounted_if_persistent,discounted_gamma_.99_if_persistent
far_no_grasp,0.3,0,0,0.0021978872503420157,0.43957745006840315,0.1903415031166731
near_no_grasp,0.02,0,0,0.3567220799000427,71.34441598000853,30.892857162037885
perfect_reach_no_grasp,0,0,0,0.4444444444444444,88.88888888888889,38.489792228535
grasp_on_table,0,1,0,0.5555555555555556,111.11111111111111,48.112240285668754
slight_lift_below_success,0,1,0,0.5555555555555556,111.11111111111111,48.112240285668754
near_success_lift,0,1,0,0.5555555555555556,111.11111111111111,48.112240285668754
success,0,0,1,1,200,86.60203251420376
